Name,Color,Current price,Price with citilink card,Product code,Url
Ноутбук Huawei MateBook D 15,серый,71 580,70 860,53013GHE,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i5-1135g7-16gb-ssd512gb-15-6-ips-fhd-w11-gre-1774297/
Ноутбук Huawei MateBook 14S HKD-W76,зеленый,109 990,109 890,53012RTL,https://www.citilink.ru/product/noutbuk-huawei-matebook-hkd-w76-i7-11370h-16gb-ssd512gb-14-2-ltps-touc-1746058/
Ноутбук HP 15s-eq2124ur,серебристый,69 990,69 890,601H2EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2124ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-fhd-noos-1744956/
Ноутбук HP Pavilion Gaming 15-ec2010ur,черный,116 990,116 890,3C8N3EA,https://www.citilink.ru/product/noutbuk-hp-pavilion-gaming-15-ec2010ur-ryzen-5-5600h-16gb-ssd512gb-gtx-1744928/
Ноутбук MSI GF63 Thin 11UC-217RU,черный,81 990,81 890,9S7-16R612-217,https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11uc-217ru-i5-11400h-8gb-ssd512gb-rtx-3050-4gb-1-1676909/
Ноутбук Lenovo V15-IGL,серый,27 990,27 890,82C3008GRU,https://www.citilink.ru/product/noutbuk-lenovo-v15-igl-cel-n4120-4gb-ssd128gb-600-15-6-tn-hd-w10-grey-1635677/
Ноутбук Apple MacBook Pro,серебристый,639 990,639 890,Z14Z0007F,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-m1-max-10-core-64gb-ssd1tb-24-core-gpu-16-2-1623591/
Ноутбук Acer Predator Helios 300 PH315-54-507H,черный,89 990,89 890,NH.QC5ER.003,https://www.citilink.ru/product/noutbuk-acer-predator-helios-300-ph315-54-507h-i5-11400h-8gb-ssd512gb-1612732/
Ноутбук ASUS ROG Zephyrus G14 GA401QC-K2143T,серый,149 990,149 590,90NR05T6-M02310,https://www.citilink.ru/product/noutbuk-asus-rog-ga401qc-k2143t-ryzen-7-5800h-16gb-ssd512gb-rtx-3050-t-1611315/
Ноутбук MSI Modern 14 B11MOU-636RU,темно-серый,69 990,69 890,9S7-14D334-636,https://www.citilink.ru/product/noutbuk-msi-modern-14-b11mou-636ru-i5-1155g7-8gb-ssd512gb-14-ips-fhd-w-1589005/
Ноутбук ASUS L210MA-GJ206T,синий,18 990,18 890,90NB0R41-M09030,https://www.citilink.ru/product/noutbuk-asus-l210ma-gj206t-cel-n4020-4gb-600-11-6-hd-w10-blue-1588091/
Ноутбук HP Victus 16-e0093ur,темно-серебристый,89 990,89 890,4E1T3EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0093ur-ryzen-5-5600h-16gb-ssd512gb-gtx-1650-4gb-1551414/
Ноутбук HP Victus 16-e0084ur,синий,109 990,109 890,4E1L6EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0084ur-ryzen-5-5600h-16gb-ssd1tb-rtx-3050-ti-4gb-1551405/
Ноутбук MSI Pulse GL76 11UCK-248XRU,серый,89 990,89 890,9S7-17L222-248,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11uck-i5-11400h-8gb-ssd512gb-rtx-3050-4gb-17-3-1525967/
Ноутбук HP 255 G8,серебристый,75 990,75 890,3V5J3EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-5-5500u-16gb-ssd512gb-15-6-fhd-w10pro64-1520396/
Ноутбук Lenovo IdeaPad 1 11ADA05,голубой,19 990,19 890,82GV003RRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-1-11ada05-athlon-3020e-4gb-ssd128gb-11-6-tn-hd-1492134/
Ноутбук HP 15s-fq0079ur,серый,26 990,26 890,3C8Q1EA,https://www.citilink.ru/product/noutbuk-hp-15s-fq0079ur-pen-n5030-4gb-ssd128gb-15-6-ips-fhd-dos3-0-gre-1473335/
Ноутбук Lenovo IdeaPad 3 14ITL6,серый,35 990,35 890,82H7009NRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-14itl6-14-ips-intel-pentium-gold-7505-8gb-256-1458369/
Ноутбук ASUS Vivobook Go 14 E410MA-EB023T,синий,27 990,27 890,90NB0Q11-M18290,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-eb023t-14-intel-pentium-silver-n5030-4gb-1455127/
Ноутбук Apple MacBook Pro,серый космос,309 990,309 890,Z11C0002Z,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-13-3-ips-apple-m1-16gb-512gb-ssd-mac-os-z11c-1450580/
Ноутбук HP 14s-dq2008ur,черный,34 990,34 890,2X1P4EA,https://www.citilink.ru/product/noutbuk-hp-14s-dq2008ur-14-ips-intel-pentium-gold-7505-4gb-256gb-ssd-i-1441689/
Ноутбук Lenovo IdeaPad L340-15API,черный,31 990,31 890,81LW00A3RK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l340-15api-15-6-amd-athlon-300u-2-4ggc-8gb-128g-1205237/
Ноутбук ASUS VivoBook 15 OLED K513EA-L13067,черный,49 990,49 890,90NB0SG1-M00K70,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-l13067-i3-1115g4-8gb-ssd256gb-15-6-oled-f-1830346/
Ноутбук ASUS VivoBook K513EA-BN2942,серебристый,47 590,47 490,90NB0SG2-M00CR0,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-bn2942-i3-1115g4-8gb-ssd256gb-15-6-ips-fh-1830223/
Ноутбук ASUS Vivobook 15 X515EA-BQ1898,синий,54 990,54 890,90NB0TY3-M00HZ0,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq1898-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-noos-bl-1791348/
Ноутбук ASUS TUF Gaming F15 FX506HCB-HN144,черный,89 990,89 890,90NR0724-M06250,https://www.citilink.ru/product/noutbuk-asus-tuf-gaming-fx506hcb-hn144-i5-11400h-8gb-ssd512gb-rtx-3050-1791302/
Ноутбук Lenovo IdeaPad 5 15ITL05,серый,76 840,74 950,82FG00Q7RE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-5-15itl05-i3-1115g4-8gb-ssd512gb-mx450-2gb-15-6-1789063/
Ноутбук Lenovo IdeaPad 3 15IGL05,серый,23 990,23 890,81WQ0005RE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15igl05-cel-n4020-4gb-ssd128gb-600-15-6-tn-fh-1782246/
Ноутбук HP 470 G8,серый,69 990,69 890,439T9EA,https://www.citilink.ru/product/noutbuk-hp-470-g8-i3-1125g4-8gb-ssd256gb-17-3-fhd-w10pro64-1777559/
Ноутбук HP Victus 16-e0073ur,темно-серебристый,137 990,137 890,4E1K4EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0073ur-ryzen-7-5800h-16gb-ssd512gb-rtx-3060-6gb-1769972/
Ноутбук HP 17-cp0135ur,серебристый,79 990,79 890,601J9EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0135ur-ryzen-5-5500u-16gb-ssd512gb-17-3-ips-fhd-w11h-s-1744939/
Ноутбук INFINIX Inbook X2,серый,46 990,46 890,T097805,https://www.citilink.ru/product/noutbuk-infinix-inbook-x2-i5-1035g1-8gb-ssd512gb-14-ips-fhd-nooseng-gr-1744380/
Ноутбук HP 470 G8,серебристый,85 990,85 890,3S8S2EA,https://www.citilink.ru/product/noutbuk-hp-470-g8-i5-1135g7-8gb-ssd256gb-17-3-fhd-w10pro64-silver-1736834/
Ноутбук HP Omen 16-c0049ur,темно-серебристый,157 990,157 890,4E1S2EA,https://www.citilink.ru/product/noutbuk-hp-omen-16-c0049ur-ryzen-5-5600h-16gb-ssd512gb-rx6600m-8gb-16-1728978/
Ноутбук HP 15s-eq2135ur,серебристый,64 990,64 890,61S05EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2135ur-ryzen-5-5500u-8gb-ssd512gb-15-6-ips-fhd-w11h-s-1722552/
Ноутбук Huawei MateBook 14,серый,109 990,109 890,53012NVN,https://www.citilink.ru/product/noutbuk-huawei-matebook-ryzen-5-5500u-16gb-ssd512gb-14-ips-w10h-grey-1721926/
Ноутбук HP 17-cp0094ur,серебристый,96 990,96 890,4E2G7EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0094ur-ryzen-5-5500u-16gb-ssd1tb-17-3-ips-fhd-w10h-sil-1718662/
Ноутбук HP 15s-eq2022ur,серебристый,59 990,59 890,3B2U6EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2022ur-ryzen-5-5500u-8gb-ssd512gb-15-6-ips-fhd-dos3-0-1718518/
Ноутбук Huawei MateBook D 14,серый,103 990,103 890,53012TLK,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i5-1135g7-8gb-ssd512gb-14-ips-fhd-w11h-grey-1718331/
Ноутбук HP Omen 15-en1054ur,темно-серебристый,135 990,135 890,640A4EA,https://www.citilink.ru/product/noutbuk-hp-omen-15-en1054ur-ryzen-7-5800h-16gb-ssd512gb-rtx-3070-8gb-1-1689420/
Ноутбук Acer Aspire 5 A515-45G-R63M,черный,63 890,63 790,NX.A8EER.00S,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45g-r63m-ryzen-5-5500u-8gb-ssd512gb-rx640-2-1684213/
Ноутбук Acer Aspire 5 A515-45-R3UK,черный,74 290,74 190,NX.A85ER.016,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r3uk-ryzen-7-5700u-16gb-ssd512gb-15-6-ip-1684208/
Ноутбук Acer Aspire 3 A315-23-R89L,черный,62 990,62 890,NX.HVTER.02H,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r89l-ryzen-5-3500u-16gb-ssd512gb-vega-8-1682208/
Ноутбук MSI Pulse GL76 11UDK-235RU,серый,107 990,107 890,9S7-17L222-235,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11udk-235ru-i5-11400h-8gb-ssd512gb-rtx-3050-ti-1681599/
Ноутбук HP Omen 17-ck0026ur,черный,286 990,286 890,4E1T9EA,https://www.citilink.ru/product/noutbuk-hp-omen-17-ck0026ur-i7-11800h-16gb-ssd1tb-rtx-3070-8gb-17-3-ip-1681336/
Ноутбук MSI GF63 Thin 11UD-221RU,черный,94 990,94 890,9S7-16R612-221,https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11ud-221ru-i5-11400h-8gb-ssd512gb-rtx-3050-ti-4g-1676905/
Ноутбук MSI Pulse GL66 12UEK-289XRU,серый,105 490,105 390,9S7-158314-289,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-12uek-289xru-i5-12500h-8gb-ssd512gb-rtx-3060-6g-1675560/
Ноутбук MSI Bravo 15 B5DD-219XRU,черный,76 490,76 390,9S7-158K12-219,https://www.citilink.ru/product/noutbuk-msi-bravo-15-b5dd-219xru-ryzen-5-5600h-8gb-ssd512gb-5500m-4gb-1670302/
Ноутбук HP Omen 16-c0057ur,темно-серебристый,179 990,179 890,5R9S0EA,https://www.citilink.ru/product/noutbuk-hp-omen-16-c0057ur-ryzen-7-5800h-16gb-ssd512gb-rtx-3070-8gb-16-1659317/
Ноутбук ASUS Vivobook Pro 16X OLED N7600PC-L2088T,серебристый,102 990,102 890,90NB0UI3-M02740,https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-n7600pc-l2088t-i5-11300h-8gb-ssd512gb-rtx-30-1657844/
Ноутбук ASUS ZenBook Duo UX482EGR-HY391W,синий,140 990,140 890,90NB0S51-M001H0,https://www.citilink.ru/product/noutbuk-asus-zenbook-duo-ux482egr-hy391w-i7-1165g7-16gb-ssd512gb-mx450-1654541/
Ноутбук-трансформер ASUS Zenbook 14 Flip OLED UP5401EA-KN119W,серый,125 990,125 890,90NB0V41-M006P0,https://www.citilink.ru/product/noutbuk-asus-zenbook-up5401ea-kn119w-i7-1165g7-16gb-ssd512gb-14-oled-t-1654348/
Ноутбук ASUS Vivobook Pro 14 OLED M3401QA-KM012W,синий,98 990,98 890,90NB0VZ2-M01130,https://www.citilink.ru/product/noutbuk-asus-m3401qa-km012w-ryzen-7-5800h-16gb-ssd512gb-14-oled-touch-1648918/
Ноутбук ASUS Zenbook 14X OLED UX5401EA-KN141T,серый,109 990,109 890,90NB0UQ1-M004F0,https://www.citilink.ru/product/noutbuk-asus-ux5401ea-kn141t-i5-1135g7-16gb-ssd512gb-14-oled-wq-w10-ba-1647972/
Ноутбук DELL G15 5511,серый,79 990,79 890,G515-1342,https://www.citilink.ru/product/noutbuk-dell-g15-5511-i5-11400h-8gb-ssd256gb-rtx-3050-4gb-15-6-fhd-w11-1643782/
Ноутбук DELL G15 5510,темно-серый,86 990,86 890,G515-1281,https://www.citilink.ru/product/noutbuk-dell-g15-5510-i5-10200h-16gb-ssd512gb-rtx-3050-4gb-15-6-fhd-w1-1643762/
Ультрабук Acer Swift 3 SF316-51-55EP,серый,89 990,89 890,NX.ABDER.006,https://www.citilink.ru/product/ultrabuk-acer-swift-3-sf316-51-55ep-i5-11300h-16gb-ssd512gb-16-1-ips-n-1638202/
Ноутбук HP 15s-eq1319ur,серый,33 990,33 890,3B2W7EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1319ur-ryzen-3-3250u-4gb-ssd128gb-15-6-hd-w10-grey-1638151/
Ноутбук Lenovo IdeaPad 3 17ADA05,серый,32 990,32 890,81W2009FRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17ada05-3020e-4gb-ssd256gb-17-3-tn-hd-dos-gre-1634173/
Ультрабук Acer Swift 3 SF314-43-R3JP,серебристый,62 990,62 890,NX.AB1ER.00B,https://www.citilink.ru/product/ultrabuk-acer-swift-3-sf314-43-r3jp-ryzen-3-5300u-8gb-ssd512gb-14-ips-1625392/
Ноутбук Acer Aspire 3 A317-53-718P,серебристый,69 990,69 890,NX.AD0ER.01C,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a317-53-718p-i7-1165g7-12gb-ssd512gb-17-3-ips-fh-1625000/
Ноутбук Acer Aspire 3 A317-53-59V0,серебристый,59 990,59 890,NX.AD0ER.013,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a317-53-59v0-i5-1135g7-8gb-1tb-ssd128gb-17-3-ips-1624990/
Ноутбук Apple MacBook Pro,серый космос,719 990,719 890,Z15H0007K,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-m1-max-10-core-64gb-ssd2tb-32-core-gpu-14-2-1623757/
Ноутбук Apple MacBook Pro,серебристый,311 990,311 890,MKGT3RU/A,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-m1-16gb-ssd1tb-16-core-gpu-14-2-retina-xdr-m-1621978/
Ноутбук-трансформер DELL Inspiron 5410,серебристый,65 990,65 890,5410-8885,https://www.citilink.ru/product/transformer-dell-inspiron-5410-i5-1155g7-8gb-ssd256gb-14-touch-fhd-w11-1620115/
Ноутбук ASUS Zenbook 13 OLED UX325EA-KG687W,светло-фиолетовый,74 990,74 890,90NB0SL2-M00EC0,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux325ea-kg492w-i5-1135g7-8gb-ssd512gb-13-3-oled-f-1620113/
Ноутбук ASUS Zenbook 13 OLED UX325EA-KG645W,серый,77 990,77 890,90NB0SL1-M00EA0,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux325ea-kg235w-i5-1135g7-8gb-ssd512gb-13-3-oled-f-1620112/
Ультрабук Lenovo Yoga Slim7 13ACN5,серый,79 990,79 890,82CY002PRU,https://www.citilink.ru/product/ultrabuk-lenovo-yoga-slim7-13acn5-ryzen-5-5600u-16gb-ssd512gb-13-3-qhd-1619610/
Ноутбук MSI Prestige 14 A11SC-080RU,белый,94 490,94 390,9S7-14C511-080,https://www.citilink.ru/product/noutbuk-msi-prestige-14-a11sc-080ru-i5-1155g7-16gb-ssd512gb-gtx-1650-4-1612538/
Ноутбук MSI GF63 Thin 11UD-221RU,черный,99 990,99 890,9S7-16R612-221,https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11ud-221ru-i5-11400h-8gb-ssd512gb-rtx-3050-ti-ma-1607541/
Ноутбук Lenovo IdeaPad 3 17IML05,серый,49 990,49 890,81WC00B3RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17iml05-i3-10110u-8gb-ssd1tb-17-3-tn-hd-w10-g-1607131/
Ноутбук DELL G15 5510,темно-серый,87 990,87 890,G515-7128,https://www.citilink.ru/product/noutbuk-dell-g15-5510-i7-10870h-8gb-ssd512gb-rtx-3050-4gb-15-6-fhd-lin-1597717/
Ноутбук ASUS Zenbook 14X OLED UX5401EA-KU124W,серый,159 990,159 890,90NB0UQ1-M04970,https://www.citilink.ru/product/noutbuk-asus-ux5401ea-ku124w-i7-1165g7-16gb-ssd1tb-14-oled-wq-w11-bag-1583802/
Ноутбук ASUS Vivobook Pro 14 OLED K3400PA-KM046W,синий,65 990,65 890,90NB0UY2-M02130,https://www.citilink.ru/product/noutbuk-asus-k3400pa-km046w-i5-11300h-8gb-ssd512gb-32gb-14-oled-wq-w11-1583782/
Ноутбук ASUS X515JF-BR368T,серый,42 990,42 890,90NB0SW1-M000D0,https://www.citilink.ru/product/noutbuk-asus-x515jf-br368t-pen-6805-4gb-ssd256gb-mx130-2gb-15-6-hd-w10-1583329/
Ноутбук ASUS VivoBook 15 OLED K513EA-L12044W,серебристый,69 990,69 890,90NB0SG2-M47690,https://www.citilink.ru/product/noutbuk-asus-k513ea-l12044w-i5-1135g7-8gb-ssd512gb-15-6-oled-fhd-w11-1583078/
Ноутбук IRBIS NB NB515,серебристый,34 990,34 890,NB515,https://www.citilink.ru/product/noutbuk-irbis-nb-nb515-i3-5005u-8gb-ssd512gb-15-6-ips-w10-silver-1579605/
Ноутбук ASUS X515JF-BR241T,серый,37 990,37 790,90NB0SW1-M04380,https://www.citilink.ru/product/noutbuk-asus-x515jf-br241t-pen-6805-4gb-ssd128gb-mx130-2gb-15-6-tn-hd-1564799/
Ультрабук Lenovo Yoga Slim7 13ACN5,серый,95 990,95 890,82CY001WRU,https://www.citilink.ru/product/ultrabuk-lenovo-yoga-slim7-13acn5-ryzen-7-5800u-16gb-ssd512gb-13-3-qhd-1561409/
Ноутбук Lenovo Legion S7 15ACH6,черный,119 990,119 890,82K8001LRU,https://www.citilink.ru/product/noutbuk-lenovo-legion-s7-15ach6-ryzen-5-5600h-16gb-ssd512gb-rtx-3050-t-1561113/
Ноутбук HP Omen 17-ck0048ur,черный,225 990,225 890,4E1D0EA,https://www.citilink.ru/product/noutbuk-hp-omen-17-ck0048ur-i7-11800h-16gb-ssd1tb-rtx-3070-8gb-17-3-ip-1552198/
Ноутбук HP Omen 17-ck0047ur,черный,259 990,259 890,4E1C9EA,https://www.citilink.ru/product/noutbuk-hp-omen-17-ck0047ur-i7-11800h-16gb-ssd1tb-rtx-3070-8gb-17-3-ip-1552197/
Ноутбук HP Pavilion Gaming 15-dk2050ur,черный,89 990,89 890,4E1H5EA,https://www.citilink.ru/product/noutbuk-hp-pavilion-gaming-15-dk2050ur-i5-11300h-8gb-ssd512gb-rtx-3050-1551422/
Ноутбук HP Victus 16-e0088ur,темно-серебристый,99 990,99 890,4E1T0EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0088ur-ryzen-5-5600h-16gb-ssd512gb-rtx-3050-ti-4-1551409/
Ноутбук-трансформер HP Spectre x360 15-eb1006ur,темно-синий,145 990,145 890,4L5S5EA,https://www.citilink.ru/product/transformer-hp-spectre-x360-15-eb1006ur-i7-1165g7-16gb-ssd1tb-15-6-ips-1550102/
Ноутбук Lenovo Thinkbook 15 G2 ITL,серый,54 990,54 890,20VE00G4RU,https://www.citilink.ru/product/noutbuk-lenovo-thinkbook-15-g2-itl-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-1536398/
Ноутбук DELL G15 5510,темно-серый,84 990,84 890,G515-9964,https://www.citilink.ru/product/noutbuk-dell-g15-5510-i5-10200h-8gb-ssd512gb-rtx-3050-ti-4gb-15-6-fhd-1534283/
Ноутбук MSI Pulse GL66 11UCK-423XRU,серый,96 490,96 390,9S7-158224-423,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uck-i7-11800h-8gb-ssd512gb-rtx-3050-4gb-15-6-1523001/
Ноутбук ASUS Vivobook Pro 14 OLED K3400PH-KM120W,синий,119 990,119 890,90NB0UX2-M02420,https://www.citilink.ru/product/noutbuk-asus-k3400ph-km014t-i7-11370h-16gb-ssd1tb-gtx-1650-4gb-14-oled-1522926/
Ноутбук ASUS Vivobook Pro 14 OLED K3400PH-KM108W,синий,99 990,99 890,90NB0UX2-M02430,https://www.citilink.ru/product/noutbuk-asus-k3400ph-km018t-i5-11300h-16gb-ssd512gb-gtx-1650-4gb-14-ol-1522923/
Ноутбук MSI Pulse GL66 11UDK-420XRU,серый,93 490,93 390,9S7-158224-420,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11udk-i5-11400h-8gb-ssd512gb-rtx-3050-ti-4gb-15-1522785/
Ноутбук MSI Bravo 15 B5DD-040XRU,черный,85 490,85 390,9S7-158K12-040,https://www.citilink.ru/product/noutbuk-msi-bravo-15-b5dd-ryzen-7-5800h-8gb-ssd512gb-5500m-4gb-15-6-ip-1522647/
Ноутбук ASUS Zenbook Pro 15 OLED UX535LI-H2158T,серый,135 990,135 890,90NB0RW1-M07750,https://www.citilink.ru/product/noutbuk-asus-ux535li-h2158t-i5-10300h-16gb-ssd1tb-gtx-1650-ti-4gb-15-6-1522567/
Ноутбук Acer Aspire 5 A515-45-R9C5,черный,47 990,47 890,NX.A7ZER.00B,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r9c5-ryzen-3-5300u-8gb-ssd512gb-15-6-fhd-1521477/
Ноутбук GIGABYTE Aero 15 XC-8RU1130SH,черный,152 990,152 890,XC-8RU1130SH,https://www.citilink.ru/product/noutbuk-gigabyte-aero-15-xc-8ru1130sh-i7-10870h-16gb-ssd512gb-rtx-3070-1512916/
Ноутбук ASUS VivoBook K413JA-EB325,серебристый,49 990,49 890,90NB0RCB-M08080,https://www.citilink.ru/product/noutbuk-asus-k413ja-eb325-i5-1035g1-8gb-ssd512gb-14-ips-fhd-noos-1497748/
Ноутбук ASUS Zenbook UX325EA-KG270T,серый,62 990,62 890,90NB0SL1-M06450,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux325ea-kg270t-i3-1115g4-8gb-ssd256gb-13-oled-fhd-1493732/
Ноутбук Lenovo IdeaPad 5 14ITL05,синий,47 990,47 890,82FE00Q0RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-5-14itl05-i3-1115g4-8gb-ssd256gb-14-ips-fhd-w10-1493041/
Ноутбук HP 250 G8,темно-серебристый,56 990,56 890,2W9A5EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1115g4-8gb-ssd256gb-15-6-fhd-w10pro64-silver-1489901/
Ноутбук Lenovo IdeaPad 3 14ITL6,синий,37 990,37 890,82H7009PRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-14itl6-pg-7505-8gb-ssd256gb-14-fhd-w10-blue-1489343/
Ноутбук Lenovo Thinkbook 15 G3 ACL,серый,56 990,56 890,21A40005RU,https://www.citilink.ru/product/noutbuk-lenovo-thinkbook-15-g3-acl-ryzen-3-5300u-8gb-ssd256gb-15-6-fhd-1487970/
Ноутбук Lenovo IdeaPad 3 17ADA05,серый,36 990,36 890,81W2008VRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17ada05-ath-gl-3150u-8gb-ssd256gb-17-3-tn-hd-1487553/
Ноутбук Lenovo IdeaPad 3 17ADA05,серый,44 990,44 890,81W20090RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17ada05-ath-gl-3150u-8gb-ssd256gb-17-3-tn-hd-1487551/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,27 990,27 890,82HL0036RK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-cel-6305-4gb-ssd256gb-15-6-fhd-noos-g-1487335/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,36 990,36 890,82HL008YRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-cel-6305-8gb-ssd256gb-15-6-fhd-w10-gr-1486678/
Ноутбук HP ProBook 455 G8,серебристый,69 990,69 890,3A5M6EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-15-6-amd-ryzen-7-5800u-8gb-256gb-ssd-windows-1477091/
Ноутбук HP 255 G8,темно-серебристый,54 490,54 390,27K36EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-15-6-amd-ryzen-5-3500u-8gb-256gb-ssd-windows-10-prof-1477047/
Ноутбук HP 15s-eq2024ur,серый,45 990,45 890,3B2X2EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2024ur-ryzen-3-5300u-8gb-ssd256gb-15-6-ips-fhd-w10-gr-1474343/
Ноутбук-трансформер HP Pavilion x360 14-dy0006ur,синий,59 990,59 890,3B3Q7EA,https://www.citilink.ru/product/transformer-hp-pavilion-x360-14-dy0006ur-i3-1125g4-8gb-ssd256gb-14-ips-1474205/
Ноутбук Lenovo IdeaPad 5 Pro 14ACN6,серый,99 990,99 690,82L7000URU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-5-pro-14acn6-14-ips-amd-ryzen-5-5600u-16gb-1tb-1458401/
Ноутбук Apple MacBook Air,серебристый,141 990,141 890,Z12700037,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-8gb-1tb-ssd-mac-os-z127000-1451529/
Ноутбук Apple MacBook Air,серый космос,133 990,133 890,Z1240004K,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-8gb-1tb-ssd-mac-os-z124000-1451525/
Ноутбук Apple MacBook Air,серый космос,159 990,159 890,Z1240004L,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-8gb-2tb-ssd-mac-os-z124000-1451523/
Ноутбук Acer Aspire 1 A114-21-R845,черный,21 990,21 890,NX.A7QER.00C,https://www.citilink.ru/product/noutbuk-acer-aspire-1-a114-21-r845-14-amd-athlon-silver-3050u-4gb-64gb-1439603/
Ноутбук DELL G5 5500,черный,99 990,99 890,G515-0354,https://www.citilink.ru/product/noutbuk-dell-g5-5500-i5-10300h-8gb-ssd1tb-gtx-1660-ti-6gb-15-6-wva-fhd-1414158/
Ноутбук DELL XPS 17,серебристый,257 990,257 890,9700-7304,https://www.citilink.ru/product/ultrabuk-dell-xps-17-i7-10875h-16gb-ssd1tb-rtx-2060-max-q-6gb-17-ips-t-1390058/
Ноутбук Acer Aspire 3 A315-56-34DD,черный,43 990,43 890,NX.HS5ER.011,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-34dd-i3-1005g1-8gb-1tb-ssd128gb-15-6-fhd-1378345/
Ультрабук Lenovo Yoga Slim7 13ACN5,серый,88 990,88 890,82CY002RRU,https://www.citilink.ru/product/ultrabuk-lenovo-yoga-slim7-13acn5-ryzen-7-5800u-16gb-ssd512gb-13-3-qhd-1619614/
Ноутбук Acer Aspire 5 A515-45-R1NJ,черный,54 990,54 890,NX.A85ER.00D,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r1nj-ryzen-5-5500u-8gb-ssd512gb-15-6-ips-1521508/
Ноутбук Acer Aspire 3 A315-56-5904,черный,39 990,39 890,NX.HS5ER.00G,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-5904-15-6-intel-core-i5-1035g1-1ggc-4gb-1194676/
